applicant_id,safra,region,age,income,employment,cpf_valido,vl_negativacao,vl_vencido_scr,vl_protestos,true_pd,actual_default,legacy_score,score_2,score_3,score_4,score_5,approved,score_decile,take_up_rate,hired,sample
6392,2024-07,Sul,16,2045,Assalariado,True,3336,0,0,0.8829021720115235,0,242,168,173,129,113,0,1,0.8899999999999999,0,DEV
6393,2024-05,Nordeste,23,1860,Assalariado,True,0,0,0,0.031646569245705504,0,824,745,741,798,865,1,8,0.47,0,DEV
6394,2024-10,Sudeste,27,2209,Autônomo,True,0,2294,0,0.012074268507678038,0,827,884,927,811,873,1,8,0.47,1,DEV
6395,2024-11,Centro-Oeste,59,1723,Assalariado,True,0,0,358,0.6749191299106652,0,167,204,282,171,244,0,2,0.83,0,DEV
6396,2024-02,Nordeste,47,2502,Assalariado,True,5139,569,0,0.9822884655560683,1,407,358,352,371,397,0,3,0.77,0,DEV
6397,2024-11,Centro-Oeste,33,5271,Assalariado,True,0,12172,0,0.15581144956772164,0,477,514,513,573,334,0,3,0.77,0,DEV
6398,2024-03,Nordeste,44,1290,Autônomo,True,0,0,0,0.0017627658261479523,0,965,964,980,952,962,1,9,0.4099999999999999,1,DEV
6399,2024-11,Sudeste,16,4094,Assalariado,True,0,0,0,0.06612318197496986,0,908,910,884,625,796,0,7,0.53,0,DEV
6400,2025-05,Norte,30,2777,Autônomo,True,0,10630,0,0.9378799036008136,1,179,187,215,153,137,0,1,0.8899999999999999,0,OOT
6401,2024-10,Nordeste,43,3054,Assalariado,True,0,528,0,0.4771117512672405,0,142,247,238,213,163,0,1,0.8899999999999999,0,DEV
6402,2025-02,Sul,40,2396,Assalariado,True,3411,0,0,0.12283347833410281,0,447,679,637,672,612,0,5,0.6499999999999999,0,OOT
6403,2024-06,Sudeste,30,1586,Assalariado,True,0,0,0,0.2673870876051486,0,673,560,777,677,729,0,7,0.53,0,DEV
6404,2025-05,Sudeste,37,3187,Empresário,True,0,0,255,0.04622510245586558,0,677,666,763,590,642,0,6,0.59,0,OOT
6405,2025-03,Sul,42,3331,Assalariado,True,0,0,0,0.002879271478532803,0,742,775,832,761,847,0,8,0.47,0,OOT
6406,2025-05,Sudeste,37,1509,Assalariado,True,0,0,0,0.9184586194660781,1,297,548,193,330,227,0,2,0.83,0,OOT
6407,2025-02,Nordeste,50,1093,Assalariado,True,0,0,0,0.8794922126429878,1,439,357,247,274,170,0,1,0.8899999999999999,0,OOT
6408,2024-12,Sudeste,42,2568,Assalariado,True,303,0,0,0.016613701166649605,0,562,463,420,488,558,0,5,0.6499999999999999,0,DEV
6409,2024-10,Sul,45,3838,Assalariado,True,0,0,0,0.24626766405663736,0,196,161,133,217,288,0,2,0.83,0,DEV
6410,2025-05,Sudeste,61,4460,Assalariado,True,0,0,0,0.0014845459437494127,0,957,905,915,947,945,1,9,0.4099999999999999,0,OOT
6411,2025-04,Sudeste,49,5024,Autônomo,True,0,0,0,0.8702312691926845,1,260,153,78,145,142,0,1,0.8899999999999999,0,OOT
6412,2024-08,Sudeste,62,3049,Empresário,True,0,4603,0,0.8954742504428219,1,213,151,157,195,187,0,1,0.8899999999999999,0,DEV
6413,2024-02,Nordeste,28,2084,Assalariado,True,0,0,0,0.16861358441125188,0,633,778,865,607,729,0,7,0.53,0,DEV
6414,2024-01,Sul,16,2437,Assalariado,True,0,952,0,0.0077485233612863726,0,992,977,994,982,985,0,9,0.4099999999999999,0,DEV
6415,2024-05,Norte,36,1157,Assalariado,True,0,0,0,0.834722907636048,1,658,694,677,642,840,0,8,0.47,0,DEV
6416,2024-02,Nordeste,34,1620,Empresário,True,8700,0,0,0.8759722236554195,0,206,344,153,222,196,0,2,0.83,0,DEV
6417,2024-04,Nordeste,58,2363,Assalariado,True,0,0,0,0.3431560286906394,1,657,825,825,832,867,0,8,0.47,0,DEV
6418,2024-02,Sul,22,2079,Assalariado,True,0,0,0,0.8509712824985028,1,66,56,143,100,46,0,0,0.95,0,DEV
6419,2025-06,Nordeste,36,2579,Autônomo,True,0,0,0,0.46207212684192855,1,399,368,408,408,439,0,4,0.71,0,OOT
6420,2024-02,Norte,43,1069,Assalariado,True,0,17047,0,0.0677449199925587,0,413,388,650,334,698,0,6,0.59,0,DEV
6421,2024-12,Nordeste,39,1223,Assalariado,True,2895,0,0,0.9893412914744066,1,59,79,76,83,68,0,0,0.95,0,DEV
6422,2024-07,Sudeste,35,3886,Desempregado,True,0,0,0,0.023761516626759273,0,613,763,838,809,875,0,8,0.47,0,DEV
6423,2024-04,Nordeste,43,1480,Assalariado,True,0,0,0,0.06668547953848548,0,786,671,714,808,769,0,7,0.53,0,DEV
6424,2025-01,Sudeste,53,1626,Assalariado,True,0,0,0,0.046371172296325,0,554,417,585,685,477,0,4,0.71,0,OOT
6425,2025-06,Sudeste,59,2583,Autônomo,True,0,0,0,0.0016543487769322658,0,914,894,840,853,913,1,9,0.4099999999999999,1,OOT
6426,2025-03,Nordeste,38,1395,Assalariado,True,367,0,0,0.0663721952905079,0,369,504,230,297,345,0,3,0.77,0,OOT
6427,2025-06,Centro-Oeste,26,4740,Assalariado,True,0,0,0,0.0042745420671841195,0,294,237,300,205,351,0,3,0.77,0,OOT
6428,2024-11,Sudeste,59,1148,Autônomo,True,0,0,0,0.005647072856049426,0,791,895,892,830,868,1,8,0.47,1,DEV
6429,2025-01,Sudeste,22,2442,Autônomo,True,0,0,0,0.13799443204550818,0,541,527,615,654,620,0,6,0.59,0,OOT
6430,2024-03,Centro-Oeste,63,1557,Autônomo,True,0,0,0,0.6164080930924961,1,593,525,615,751,564,0,5,0.6499999999999999,0,DEV
6431,2025-04,Sudeste,56,2680,Assalariado,True,0,0,0,0.9609841742628601,1,98,52,92,30,27,0,0,0.95,0,OOT
6432,2025-02,Sudeste,58,1810,Assalariado,True,0,0,0,0.4250236743675692,1,76,218,139,138,241,0,2,0.83,0,OOT
6433,2024-05,Nordeste,47,2406,Empresário,True,4389,0,0,0.9962161767865028,1,6,21,7,10,9,0,0,0.95,0,DEV
6434,2024-07,Centro-Oeste,16,5078,Autônomo,True,0,0,0,0.0073440600836579845,0,913,912,908,877,855,0,8,0.47,0,DEV
6435,2024-11,Sul,23,1615,Assalariado,True,0,62,571,0.9998278064423547,1,12,18,24,9,10,0,0,0.95,0,DEV
6436,2024-01,Sul,42,1607,Autônomo,True,0,0,0,0.03736048604684512,0,575,692,600,608,574,0,5,0.6499999999999999,0,DEV
6437,2025-03,Sudeste,28,2019,Assalariado,True,0,0,859,0.9995533173729397,1,150,26,58,129,70,0,0,0.95,0,OOT
6438,2024-06,Sudeste,33,5910,Desempregado,True,2746,0,0,0.16523024303078793,1,804,636,745,813,822,1,8,0.47,1,DEV
6439,2024-02,Nordeste,46,2312,Autônomo,True,0,168,0,0.878765305722227,1,105,127,92,223,188,0,1,0.8899999999999999,0,DEV
6440,2024-06,Centro-Oeste,35,5118,Empresário,True,0,0,0,0.002569286723144967,0,909,952,963,935,936,1,9,0.4099999999999999,0,DEV
6441,2025-04,Sudeste,20,2194,Assalariado,True,0,0,751,0.2093919877922637,0,757,730,615,529,669,0,6,0.59,0,OOT
6442,2024-05,Sudeste,50,4982,Autônomo,True,0,204,0,0.9937445665292689,1,146,329,259,354,378,0,3,0.77,0,DEV
6443,2024-10,Sudeste,45,3116,Assalariado,True,0,0,0,0.006006763877524157,0,805,865,838,907,882,1,8,0.47,0,DEV
6444,2025-03,Sudeste,34,3404,Assalariado,True,0,0,0,0.15346726937777222,0,349,450,443,466,467,0,4,0.71,0,OOT
6445,2024-01,Sudeste,47,1031,Assalariado,True,0,0,1603,0.09814157271073681,0,281,412,546,658,552,0,5,0.6499999999999999,0,DEV
6446,2025-02,Sudeste,39,943,Empresário,True,0,0,0,0.13389157869969806,0,787,913,817,769,853,0,8,0.47,0,OOT
6447,2024-06,Nordeste,56,4638,Autônomo,True,0,0,0,0.980801678564497,1,630,584,491,551,411,0,4,0.71,0,DEV
6448,2025-01,Sudeste,40,4603,Assalariado,True,0,0,0,0.1625795076158648,0,242,536,381,262,280,0,2,0.83,0,OOT
6449,2024-04,Nordeste,56,10434,Assalariado,True,0,0,0,0.021931245338829362,0,165,538,289,348,260,0,2,0.83,0,DEV
6450,2024-03,Sul,16,1000,Assalariado,True,0,0,0,0.07964812486896898,0,715,749,668,681,694,0,6,0.59,0,DEV
6451,2025-03,Centro-Oeste,44,3266,Assalariado,True,0,0,0,0.07118862234875416,0,158,506,298,390,412,0,4,0.71,0,OOT
6452,2025-03,Norte,32,1320,Assalariado,True,6517,0,0,0.8004739051966128,1,179,96,77,104,136,0,1,0.8899999999999999,0,OOT
6453,2025-06,Sudeste,25,1564,Autônomo,True,0,0,0,0.33395325164484646,0,231,315,276,301,316,0,3,0.77,0,OOT
6454,2025-01,Sudeste,54,1805,Assalariado,True,0,393,0,0.8028978648685352,1,143,262,200,124,179,0,1,0.8899999999999999,0,OOT
6455,2024-09,Nordeste,50,3069,Assalariado,True,0,0,0,0.018134873928958323,0,370,607,423,446,319,0,3,0.77,0,DEV
6456,2024-04,Sudeste,16,1638,Assalariado,True,0,0,0,0.6576986290008523,0,613,615,441,404,573,0,5,0.6499999999999999,0,DEV
6457,2024-06,Sudeste,48,2490,Assalariado,True,7979,148,0,0.019080368611196673,0,647,711,908,760,731,0,7,0.53,0,DEV
6458,2024-12,Sudeste,46,4020,Assalariado,True,0,0,0,0.12872690761299185,0,396,686,784,665,720,0,7,0.53,0,DEV
6459,2024-07,Centro-Oeste,27,4801,Autônomo,True,0,0,0,0.01000464975440689,0,566,808,667,713,698,0,6,0.59,0,DEV
6460,2024-09,Sudeste,26,3698,Assalariado,True,0,85,0,0.1123664811424501,0,697,619,661,510,583,0,5,0.6499999999999999,0,DEV
6461,2024-04,Sul,16,3200,Assalariado,True,0,0,0,0.4504938196227535,0,258,427,438,483,306,0,3,0.77,0,DEV
6462,2024-08,Sudeste,33,2241,Assalariado,True,0,0,0,0.8251429726021559,1,318,341,432,318,287,0,2,0.83,0,DEV
6463,2024-05,Nordeste,35,1734,Assalariado,True,0,0,0,0.07553000774289657,0,370,403,302,329,316,0,3,0.77,0,DEV
6464,2024-03,Sudeste,49,3372,Autônomo,True,0,0,0,0.16652493820298458,0,656,686,815,680,759,0,7,0.53,0,DEV
6465,2024-03,Centro-Oeste,41,1299,Autônomo,True,0,529,0,0.42179510829280586,0,460,483,598,403,495,0,4,0.71,0,DEV
6466,2024-10,Nordeste,23,2621,Autônomo,True,801,0,0,0.0054037817211682465,0,630,642,767,787,728,0,7,0.53,0,DEV
6467,2024-07,Sudeste,41,1279,Assalariado,True,265,2025,0,0.7108437099680234,1,560,363,369,401,399,0,4,0.71,0,DEV
6468,2024-02,Sudeste,34,2380,Assalariado,True,0,0,0,0.9688654104030835,1,463,366,403,291,403,0,4,0.71,0,DEV
6469,2024-10,Nordeste,24,1296,Assalariado,True,0,10307,0,0.9936670051994503,1,158,161,141,197,172,0,1,0.8899999999999999,0,DEV
6470,2024-03,Nordeste,16,1919,Autônomo,True,0,3045,0,0.7109078482650376,1,705,495,678,559,601,0,5,0.6499999999999999,0,DEV
6471,2024-01,Sudeste,46,1626,Assalariado,True,993,70055,0,0.636498881909401,1,393,342,327,422,416,0,4,0.71,0,DEV
6472,2024-03,Sudeste,44,1513,Autônomo,True,0,0,0,0.02066941221205888,0,598,571,460,416,596,0,5,0.6499999999999999,0,DEV
6473,2024-09,Sudeste,45,2315,Desempregado,True,0,0,0,0.6448373398791477,0,372,228,305,375,331,0,3,0.77,0,DEV
6474,2025-06,Sudeste,27,570,Autônomo,True,0,0,0,0.15574799628946578,0,600,477,463,489,546,0,5,0.6499999999999999,0,OOT
6475,2024-05,Sudeste,40,827,Assalariado,True,0,0,0,0.0014539289532200929,0,970,972,962,953,968,1,9,0.4099999999999999,0,DEV
6476,2024-06,Sudeste,18,3952,Autônomo,True,0,0,0,0.6091350963894807,0,229,233,176,142,187,0,1,0.8899999999999999,0,DEV
6477,2024-05,Sudeste,24,2666,Assalariado,True,0,0,0,0.5138165149682882,0,692,642,692,788,541,0,5,0.6499999999999999,0,DEV
6478,2024-07,Centro-Oeste,38,1581,Desempregado,True,0,0,0,0.34846502481474495,1,843,745,470,728,574,1,5,0.6499999999999999,1,DEV
6479,2025-01,Nordeste,41,4377,Assalariado,True,0,0,292,0.5290337088270667,0,830,724,654,784,759,1,7,0.53,1,OOT
6480,2024-06,Centro-Oeste,16,1663,Autônomo,True,1307,0,0,0.10106074349194924,0,648,817,804,770,801,0,7,0.53,0,DEV
6481,2024-12,Sul,23,1723,Assalariado,True,0,0,0,0.968464266444232,1,146,145,171,112,130,0,1,0.8899999999999999,0,DEV
6482,2025-05,Sul,32,1525,Autônomo,True,0,0,0,0.0016912930874160923,0,808,831,876,801,845,1,8,0.47,1,OOT
6483,2025-06,Sudeste,51,7661,Assalariado,True,0,0,0,0.07275747426733195,0,733,871,812,878,855,0,8,0.47,0,OOT
6484,2024-11,Nordeste,26,2810,Assalariado,True,0,0,0,0.11827678513057448,0,849,715,731,598,643,1,6,0.59,1,DEV
6485,2025-01,Sudeste,39,2744,Assalariado,True,0,0,0,0.025771879886057496,0,281,404,243,335,436,0,4,0.71,0,OOT
6486,2025-05,Sul,41,3228,Assalariado,True,0,32357,0,0.6181127631534608,0,740,625,594,535,608,0,5,0.6499999999999999,0,OOT
6487,2025-03,Norte,34,803,Assalariado,True,0,0,0,0.011888949993898225,0,640,717,717,691,800,0,7,0.53,0,OOT
6488,2024-06,Centro-Oeste,41,1708,Empresário,True,282,0,0,0.08778364416529699,0,670,693,651,721,658,0,6,0.59,0,DEV
6489,2024-03,Sudeste,19,3206,Assalariado,True,0,998,1382,0.48227480246924104,1,782,850,824,906,775,0,7,0.53,0,DEV
6490,2024-03,Nordeste,28,2434,Autônomo,True,0,0,0,0.05987430219966625,0,711,675,642,705,759,0,7,0.53,0,DEV
6491,2025-04,Sudeste,58,9165,Assalariado,True,398,0,0,0.9536917032345295,1,33,37,47,42,41,0,0,0.95,0,OOT
6492,2024-11,Sudeste,59,1770,Autônomo,True,2658,0,208,0.9769952657317156,1,230,208,143,151,263,0,2,0.83,0,DEV
6493,2024-06,Sudeste,49,4298,Desempregado,True,625,0,0,0.017823592138993087,0,670,489,540,718,649,0,6,0.59,0,DEV
6494,2024-07,Sudeste,53,3958,Assalariado,True,0,0,1132,0.5349502778748089,1,267,395,322,351,249,0,2,0.83,0,DEV
6495,2024-06,Nordeste,16,2658,Desempregado,True,0,0,0,0.48875853006670095,0,183,260,436,186,211,0,2,0.83,0,DEV
6496,2025-03,Sudeste,24,2965,Autônomo,True,0,0,602,0.5139911639907153,1,170,85,54,91,87,0,0,0.95,0,OOT
6497,2024-12,Sudeste,33,2050,Assalariado,True,729,0,0,0.06479315725531838,0,683,689,843,780,759,0,7,0.53,0,DEV
6498,2025-04,Norte,71,747,Assalariado,True,0,0,0,0.9201497628850321,1,510,381,742,621,532,0,5,0.6499999999999999,0,OOT
6499,2024-06,Sul,33,3009,Desempregado,True,2187,0,0,0.0199011782570488,0,727,925,772,892,880,0,8,0.47,0,DEV
6500,2024-09,Sudeste,48,3155,Empresário,True,0,0,0,0.21646400572101174,0,342,514,288,398,463,0,4,0.71,0,DEV
6501,2024-03,Sul,43,3468,Assalariado,True,0,136,0,0.0007420205915379914,0,930,918,935,964,904,1,9,0.4099999999999999,0,DEV
6502,2025-06,Sul,42,2534,Assalariado,True,0,0,0,0.16572218873824565,0,931,958,918,938,901,1,9,0.4099999999999999,1,OOT
6503,2024-10,Sul,37,4368,Assalariado,True,0,0,0,0.005341977530790122,0,791,901,962,891,880,1,8,0.47,0,DEV
6504,2024-10,Sul,21,1451,Assalariado,True,0,0,0,0.6869737842680498,1,440,251,216,294,348,0,3,0.77,0,DEV
6505,2024-08,Centro-Oeste,16,5890,Assalariado,True,0,0,925,0.9996857230449205,1,8,8,10,8,3,0,0,0.95,0,DEV
6506,2024-05,Sudeste,55,1349,Desempregado,True,0,0,0,0.2514942787014461,0,749,437,591,404,474,0,4,0.71,0,DEV
6507,2025-06,Sul,29,2287,Empresário,True,0,0,0,0.8180737231714224,1,241,175,172,150,147,0,1,0.8899999999999999,0,OOT
6508,2024-09,Sudeste,16,3672,Assalariado,True,0,0,0,0.6268286341060002,1,645,476,606,577,465,0,4,0.71,0,DEV
6509,2025-01,Centro-Oeste,44,1791,Assalariado,True,862,0,0,0.6987660780195157,0,140,294,374,401,361,0,3,0.77,0,OOT
6510,2024-01,Sudeste,43,3825,Assalariado,True,0,5499,0,0.04545584768974154,0,847,910,877,847,930,1,9,0.4099999999999999,0,DEV
6511,2024-05,Sudeste,48,1986,Empresário,True,0,0,871,0.9909947513591193,1,365,188,210,196,309,0,3,0.77,0,DEV
6512,2025-03,Norte,53,2619,Autônomo,True,0,0,0,0.33770447386980923,0,141,41,117,98,76,0,0,0.95,0,OOT
6513,2024-02,Sul,25,2189,Empresário,True,0,0,0,0.002715738955448587,0,820,938,941,914,870,1,8,0.47,0,DEV
6514,2024-02,Sudeste,25,1726,Autônomo,True,0,0,0,0.007115540754899664,0,914,935,966,958,968,1,9,0.4099999999999999,1,DEV
6515,2025-03,Sudeste,33,9420,Assalariado,True,0,0,0,0.01603354588329747,0,903,901,907,949,931,1,9,0.4099999999999999,0,OOT
6516,2024-06,Sudeste,49,1474,Assalariado,True,0,770,0,0.023803646499877776,0,232,119,251,223,272,0,2,0.83,0,DEV
6517,2024-05,Norte,16,619,Autônomo,True,1055,2153,0,0.7598326237632667,0,492,669,743,568,695,0,6,0.59,0,DEV
6518,2024-11,Sudeste,39,1506,Autônomo,True,0,0,0,0.42667291927345946,0,292,257,172,207,129,0,1,0.8899999999999999,0,DEV
6519,2024-04,Sudeste,51,2640,Autônomo,True,0,0,0,0.0349428002204456,0,300,295,287,353,309,0,3,0.77,0,DEV
6520,2024-01,Sul,50,1946,Autônomo,True,0,0,0,0.16159270243526283,1,279,156,146,205,322,0,3,0.77,0,DEV
6521,2024-01,Sudeste,47,4496,Assalariado,True,1882,0,0,0.0053180746495524065,0,942,916,956,898,888,1,8,0.47,1,DEV
6522,2024-02,Sudeste,52,4399,Assalariado,True,0,0,0,0.6094010916486536,1,137,310,251,278,155,0,1,0.8899999999999999,0,DEV
6523,2024-03,Centro-Oeste,16,2016,Empresário,True,0,0,0,0.7730283615370884,1,176,121,188,191,161,0,1,0.8899999999999999,0,DEV
6524,2025-01,Sudeste,60,889,Assalariado,True,0,0,0,0.9866242708785734,1,55,103,60,53,42,0,0,0.95,0,OOT
6525,2024-06,Centro-Oeste,42,1130,Assalariado,True,0,0,3236,0.18544768033212317,0,848,642,775,741,819,1,8,0.47,1,DEV
6526,2024-02,Nordeste,56,2393,Autônomo,True,0,0,0,0.00335512476657017,0,948,967,923,927,927,1,9,0.4099999999999999,1,DEV
6527,2024-01,Sudeste,21,954,Assalariado,True,0,0,0,0.005748072507987799,0,491,575,740,648,489,0,4,0.71,0,DEV
6528,2024-09,Nordeste,16,1957,Autônomo,True,0,0,0,0.9559047529660913,1,64,78,61,53,59,0,0,0.95,0,DEV
6529,2025-04,Nordeste,63,5726,Assalariado,True,0,0,13,0.009073134736736143,0,352,435,486,315,443,0,4,0.71,0,OOT
6530,2024-07,Sul,25,2997,Autônomo,True,0,1318,0,0.04658589321325522,0,591,515,451,440,513,0,5,0.6499999999999999,0,DEV
6531,2024-02,Sul,33,2508,Desempregado,True,2752,9137,0,0.30646626595410964,0,531,636,455,381,616,0,6,0.59,0,DEV
6532,2024-05,Sudeste,45,1307,Assalariado,True,0,0,0,0.13017217536502046,0,362,492,663,404,489,0,4,0.71,0,DEV
6533,2024-09,Sudeste,48,2721,Desempregado,True,0,0,0,0.33343124951451175,0,262,391,200,360,161,0,1,0.8899999999999999,0,DEV
6534,2024-04,Nordeste,53,2089,Autônomo,True,0,0,0,0.3091733819080103,0,543,786,570,723,733,0,7,0.53,0,DEV
6535,2025-06,Sudeste,41,2816,Empresário,True,0,0,0,0.06336966040826801,0,553,610,676,718,726,0,7,0.53,0,OOT
6536,2025-02,Sudeste,23,3775,Autônomo,True,0,0,0,0.007375792238400867,0,610,544,648,641,644,0,6,0.59,0,OOT
6537,2024-07,Sul,47,4183,Assalariado,True,0,0,0,0.23691234904850073,1,832,825,742,778,815,1,8,0.47,0,DEV
6538,2025-06,Sudeste,48,2636,Assalariado,True,99,441,0,0.49632331744993324,1,509,521,623,439,401,0,4,0.71,0,OOT
6539,2024-06,Nordeste,16,3318,Assalariado,True,777,0,0,0.5458719963704357,0,421,326,523,228,390,0,3,0.77,0,DEV
6540,2024-03,Nordeste,57,1795,Autônomo,True,0,0,0,0.012652911041874748,0,765,835,839,885,769,0,7,0.53,0,DEV
6541,2025-05,Centro-Oeste,16,4815,Assalariado,True,0,0,3059,0.9716893932622529,1,62,53,61,34,28,0,0,0.95,0,OOT
6542,2025-06,Sudeste,52,1433,Assalariado,True,334,0,0,0.8577163502784867,1,69,120,54,55,76,0,0,0.95,0,OOT
6543,2024-06,Sudeste,29,2154,Empresário,True,0,0,0,0.0059478616000771065,0,766,611,635,650,740,0,7,0.53,0,DEV
6544,2024-11,Centro-Oeste,47,5125,Empresário,True,0,6007,0,0.028790697818914048,0,825,687,927,911,845,1,8,0.47,0,DEV
6545,2024-04,Sudeste,45,1828,Autônomo,True,409,0,3108,0.9918048300352734,1,24,45,59,30,44,0,0,0.95,0,DEV
6546,2024-12,Nordeste,37,1091,Assalariado,True,0,0,0,0.000962095524031532,0,933,734,892,884,867,1,8,0.47,0,DEV
6547,2025-01,Sul,44,1907,Autônomo,True,0,0,0,0.006055321273675199,0,945,952,955,965,950,1,9,0.4099999999999999,0,OOT
6548,2025-01,Sudeste,36,5625,Desempregado,True,0,0,0,0.02716782740779268,0,272,136,235,399,343,0,3,0.77,0,OOT
6549,2024-11,Sudeste,47,624,Assalariado,True,0,1835,0,0.02678130362927625,0,905,925,915,841,875,1,8,0.47,1,DEV
6550,2025-01,Nordeste,68,2595,Assalariado,True,0,0,326,0.8406036634351115,1,149,44,36,72,77,0,0,0.95,0,OOT
6551,2024-10,Sudeste,19,1668,Empresário,True,0,0,0,0.9186342152624527,1,461,640,471,484,256,0,2,0.83,0,DEV
6552,2025-03,Centro-Oeste,16,2207,Assalariado,True,0,0,218,0.9645957116433815,1,29,36,180,61,59,0,0,0.95,0,OOT
6553,2024-04,Sul,32,1980,Autônomo,True,0,3667,0,0.09466252249499632,0,497,681,579,649,571,0,5,0.6499999999999999,0,DEV
6554,2024-09,Sudeste,31,4342,Assalariado,True,0,0,0,0.871618698699147,1,102,98,148,135,125,0,1,0.8899999999999999,0,DEV
6555,2024-08,Nordeste,32,2520,Assalariado,True,0,0,0,0.0025250097444352864,0,541,723,646,745,690,0,6,0.59,0,DEV
6556,2024-10,Sudeste,25,4475,Assalariado,True,0,873,0,0.30863447775794184,0,165,310,400,194,247,0,2,0.83,0,DEV
6557,2024-03,Sudeste,50,5273,Autônomo,True,938,0,649,0.9303460177305458,1,262,110,321,166,186,0,1,0.8899999999999999,0,DEV
6558,2024-06,Norte,18,2484,Autônomo,True,0,0,0,0.9687606215613159,1,147,191,57,52,122,0,1,0.8899999999999999,0,DEV
6559,2025-06,Nordeste,44,1967,Empresário,True,0,1075,0,0.7427867203871045,0,85,66,155,97,163,0,1,0.8899999999999999,0,OOT
6560,2024-02,Sul,46,3060,Assalariado,True,0,0,0,0.9077756491943317,1,301,256,202,232,272,0,2,0.83,0,DEV
6561,2024-12,Centro-Oeste,42,3436,Empresário,True,0,0,0,0.007648783542652658,0,273,620,472,257,297,0,3,0.77,0,DEV
6562,2024-12,Sul,44,1221,Assalariado,True,2612,0,1164,0.9987235441487702,1,97,66,58,44,41,0,0,0.95,0,DEV
6563,2024-09,Sudeste,51,2811,Assalariado,True,0,35986,292,0.9942865765330483,1,35,47,60,35,42,0,0,0.95,0,DEV
6564,2024-01,Sudeste,38,2096,Empresário,True,0,0,0,0.25640846080677515,0,517,623,782,617,615,0,6,0.59,0,DEV
6565,2024-01,Sudeste,33,1896,Assalariado,True,0,0,0,0.009304202290075315,0,972,944,902,951,941,1,9,0.4099999999999999,0,DEV
6566,2024-05,Sudeste,44,1612,Assalariado,True,0,0,0,0.05000076985535464,0,600,657,657,586,618,0,6,0.59,0,DEV
6567,2024-02,Sul,46,1676,Assalariado,True,0,0,0,0.40322162837068154,1,185,418,220,365,380,0,3,0.77,0,DEV
6568,2024-02,Nordeste,50,5184,Autônomo,True,0,9187,0,0.9470003906952539,1,236,234,306,296,240,0,2,0.83,0,DEV
6569,2024-03,Sudeste,16,1961,Autônomo,True,0,0,0,0.017429546616362566,0,746,812,802,777,673,0,6,0.59,0,DEV
6570,2024-04,Sul,35,4847,Empresário,True,0,0,3239,0.06576894352097255,0,600,582,895,670,876,0,8,0.47,0,DEV
6571,2025-04,Centro-Oeste,23,2640,Assalariado,True,3815,4397,0,0.9997066933003811,1,6,17,11,12,21,0,0,0.95,0,OOT
6572,2024-12,Norte,45,1236,Assalariado,True,0,0,0,0.8119487931261786,1,367,333,283,397,433,0,4,0.71,0,DEV
6573,2024-01,Sudeste,48,2736,Assalariado,True,0,0,0,0.7599431336664337,0,442,297,561,321,307,0,3,0.77,0,DEV
6574,2024-12,Centro-Oeste,34,1196,Desempregado,True,0,0,0,0.9930015773670292,1,202,146,139,158,77,0,0,0.95,0,DEV
6575,2024-03,Nordeste,27,3513,Assalariado,True,0,0,0,0.15016841538884246,0,698,551,330,427,440,0,4,0.71,0,DEV
6576,2024-08,Sudeste,46,2154,Assalariado,True,0,0,0,0.000729527778933606,0,896,812,921,901,834,1,8,0.47,0,DEV
6577,2024-01,Sudeste,36,4076,Assalariado,True,0,0,0,0.8412747678765958,1,104,123,118,153,100,0,0,0.95,0,DEV
6578,2024-02,Sudeste,57,5768,Assalariado,True,0,3600,0,0.43004425028683957,1,621,386,474,513,534,0,5,0.6499999999999999,0,DEV
6579,2024-03,Nordeste,62,861,Autônomo,True,0,0,0,0.9698680055360732,1,177,177,181,223,116,0,1,0.8899999999999999,0,DEV
6580,2024-08,Sul,52,1850,Assalariado,True,0,0,0,0.009542919806735467,0,733,669,888,807,845,0,8,0.47,0,DEV
6581,2024-09,Sul,41,1181,Autônomo,True,0,36024,0,0.9724934458203657,1,75,39,55,51,46,0,0,0.95,0,DEV
6582,2024-07,Nordeste,63,8910,Assalariado,True,0,0,0,0.0050989931383525425,0,898,923,868,890,886,1,8,0.47,1,DEV
6583,2024-12,Sudeste,41,1873,Assalariado,True,58,0,0,0.9754105310322709,1,113,45,36,39,82,0,0,0.95,0,DEV
6584,2025-01,Sudeste,31,1108,Autônomo,True,0,0,0,0.0013558711745200517,0,926,940,926,947,951,1,9,0.4099999999999999,1,OOT
6585,2025-02,Centro-Oeste,28,9360,Autônomo,True,0,0,0,0.11934123098715992,0,220,172,158,296,290,0,2,0.83,0,OOT
6586,2024-11,Norte,28,1578,Assalariado,True,0,0,0,0.13735253867208067,0,816,920,913,925,881,1,8,0.47,0,DEV
6587,2024-10,Nordeste,37,922,Autônomo,True,0,0,0,0.028778700236034647,0,942,951,983,955,967,1,9,0.4099999999999999,1,DEV
6588,2024-09,Sudeste,44,1217,Empresário,True,0,0,0,0.11024363925233972,0,756,755,801,853,787,0,7,0.53,0,DEV
6589,2024-05,Sudeste,18,2659,Autônomo,True,0,0,0,0.02080757673531284,0,854,704,750,783,700,1,6,0.59,0,DEV
6590,2024-09,Sudeste,31,2508,Autônomo,True,0,0,0,0.03115038785289326,0,498,563,649,471,586,0,5,0.6499999999999999,0,DEV
6591,2024-01,Sudeste,40,1477,Autônomo,True,0,0,0,0.14719205992076828,0,340,350,265,243,361,0,3,0.77,0,DEV
